GENE,PDB ID,PARTNER GENES,METHOD,RESOLUTION,RELEASE DATE,SOURCE ORGANISM,KINGDOM,PROK_EUK,OLIGOMERIC STATE,MOLECULAR WEIGHT,STRUCTURE AUTHOR,PUBLICATION YEAR
SLC11A1,5M87,,X-RAY DIFFRACTION,3.3,2017-01-11T00:00:00.000+00:00,Eremococcus coleocola ACS-139-V-Col8,Bacteria,Prokaryotic,monomeric,57.11,"Dutzler, R.",2017
SLC11A1,5M8A,,X-RAY DIFFRACTION,3.9,2017-01-11T00:00:00.000+00:00,Eremococcus coleocola ACS-139-V-Col8,Bacteria,Prokaryotic,monomeric,56.57,"Dutzler, R.",2017
SLC11A1,5M8J,,X-RAY DIFFRACTION,3.7,2017-01-11T00:00:00.000+00:00,Eremococcus coleocola ACS-139-V-Col8,Bacteria,Prokaryotic,monomeric,56.56,"Dutzler, R.",2017
SLC11A1,5M8K,,X-RAY DIFFRACTION,3.6,2017-01-11T00:00:00.000+00:00,Eremococcus coleocola ACS-139-V-Col8,Bacteria,Prokaryotic,monomeric,56.63,"Dutzler, R.",2017
SLC11A1,5M94,,X-RAY DIFFRACTION,3.101,2016-12-21T00:00:00.000+00:00,Staphylococcus capitis,Bacteria,Prokaryotic,dimeric,117.89,"Ehrnstorfer, I.A.",2014
SLC11A1,5M95,,X-RAY DIFFRACTION,3.4,2016-11-30T00:00:00.000+00:00,Staphylococcus capitis,Bacteria,Prokaryotic,dimeric,118.21,"Dutzler, R.",2014
SLC11A1,6C3I,,X-RAY DIFFRACTION,2.95012617657,2019-02-13T00:00:00.000+00:00,Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539,Bacteria,Prokaryotic,monomeric,98.19,"Gaudet, R.",2019
SLC11A1,6D91,,X-RAY DIFFRACTION,2.356,2019-02-13T00:00:00.000+00:00,Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539,Bacteria,Prokaryotic,monomeric,46.75,"Gaudet, R.",2019
SLC11A1,6D9W,,X-RAY DIFFRACTION,3.941,2019-02-13T00:00:00.000+00:00,Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539,Bacteria,Prokaryotic,trimeric,91.91,"Bozzi, A.T.",2019
SLC11A1,6TL2,,X-RAY DIFFRACTION,3.8,2019-12-18T00:00:00.000+00:00,Eremococcus coleocola ACS-139-V-Col8,Bacteria,Prokaryotic,monomeric,54.03,"Dutzler, R.",2019
SLC11A1,7PHQ,,ELECTRON MICROSCOPY,8.45,2021-09-01T00:00:00.000+00:00,Staphylococcus capitis,Bacteria,Prokaryotic,decameric,247.48,"Locher, K.P.",2021
SLC11A1,7PIJ,,ELECTRON MICROSCOPY,3.78,2021-09-01T00:00:00.000+00:00,Staphylococcus capitis,Bacteria,Prokaryotic,pentameric,123.81,"Locher, K.P.",2021
SLC11A1,8E5S,,X-RAY DIFFRACTION,2.38,2023-05-03T00:00:00.000+00:00,Deinococcus radiodurans,Bacteria,Prokaryotic,monomeric,53.69,"Gaudet, R.",2023
SLC11A1,8E5V,,X-RAY DIFFRACTION,2.36,2023-05-03T00:00:00.000+00:00,Deinococcus radiodurans,Bacteria,Prokaryotic,monomeric,54.47,"Gaudet, R.",2023
SLC11A1,8E60,,X-RAY DIFFRACTION,2.38,2023-05-03T00:00:00.000+00:00,Deinococcus radiodurans,Bacteria,Prokaryotic,monomeric,53.33,"Gaudet, R.",2023
SLC11A1,8E6H,,X-RAY DIFFRACTION,2.39,2023-05-03T00:00:00.000+00:00,Deinococcus radiodurans,Bacteria,Prokaryotic,monomeric,57.06,"Gaudet, R.",2023
SLC11A1,8E6I,,X-RAY DIFFRACTION,2.52,2023-05-03T00:00:00.000+00:00,Deinococcus radiodurans,Bacteria,Prokaryotic,monomeric,53.0,"Gaudet, R.",2023
SLC11A1,8E6L,,X-RAY DIFFRACTION,3.12,2023-05-03T00:00:00.000+00:00,Deinococcus radiodurans,Bacteria,Prokaryotic,monomeric,52.24,"Gaudet, R.",2023
SLC11A1,8E6M,,X-RAY DIFFRACTION,2.48,2023-05-03T00:00:00.000+00:00,Deinococcus radiodurans,Bacteria,Prokaryotic,monomeric,52.11,"Gaudet, R.",2023
SLC11A1,8E6N,,X-RAY DIFFRACTION,2.4,2023-05-03T00:00:00.000+00:00,Deinococcus radiodurans,Bacteria,Prokaryotic,monomeric,51.72,"Gaudet, R.",2023
SLC13A5,4F35,,X-RAY DIFFRACTION,3.196,2012-10-24T00:00:00.000+00:00,Vibrio cholerae,Bacteria,Prokaryotic,dimeric,198.53,"Wang, D.N.",2012
SLC13A5,5UL7,,X-RAY DIFFRACTION,2.8,2017-05-17T00:00:00.000+00:00,Vibrio cholerae O1 biovar El Tor str. N16961,Bacteria,Prokaryotic,dimeric,190.81,"Lu, M.",2017
SLC13A5,5UL9,,X-RAY DIFFRACTION,2.78,2017-05-17T00:00:00.000+00:00,Vibrio cholerae O1 biovar El Tor str. N16961,Bacteria,Prokaryotic,dimeric,191.1,"Lu, M.",2017
SLC13A5,5ULD,,X-RAY DIFFRACTION,2.78,2017-05-17T00:00:00.000+00:00,Vibrio cholerae O1 biovar El Tor str. N16961,Bacteria,Prokaryotic,dimeric,191.46,"Lu, M.",2017
SLC13A5,5ULE,,X-RAY DIFFRACTION,2.8,2017-05-17T00:00:00.000+00:00,Vibrio cholerae O1 biovar El Tor str. N16961,Bacteria,Prokaryotic,dimeric,191.17,"Lu, M.",2017
SLC13A5,6OKZ,,X-RAY DIFFRACTION,3.292,2020-10-28T00:00:00.000+00:00,Vibrio cholerae O1 biovar El Tor str. N16961,Bacteria,Prokaryotic,dimeric,193.02,"Wang, D.N.",2026
SLC13A5,6OL0,,X-RAY DIFFRACTION,3.502,2020-10-28T00:00:00.000+00:00,Vibrio cholerae O1 biovar El Tor str. N16961,Bacteria,Prokaryotic,dimeric,193.3,"Wang, D.N.",2026
SLC13A5,6OL1,,X-RAY DIFFRACTION,3.088,2020-10-28T00:00:00.000+00:00,Vibrio cholerae O1 biovar El Tor str. N16961,Bacteria,Prokaryotic,dimeric,193.29,"Wang, D.N.",2026
SLC15A1,2XUT,,X-RAY DIFFRACTION,3.62,2010-12-15T00:00:00.000+00:00,Shewanella oneidensis MR-1,Bacteria,Prokaryotic,monomeric,173.05,"Iwata, S.",2011
SLC15A1,4LEP,,X-RAY DIFFRACTION,3.2,2013-07-10T00:00:00.000+00:00,Shewanella oneidensis MR-1,Bacteria,Prokaryotic,monomeric,114.91,"Low, C.",2013
SLC15A1,4TPG,,X-RAY DIFFRACTION,3.91,2014-07-09T00:00:00.000+00:00,Shewanella oneidensis MR-1,Bacteria,Prokaryotic,Dimeric,116.02,"Nordlund, P.",2014
SLC15A1,4TPH,,X-RAY DIFFRACTION,3.155,2014-07-09T00:00:00.000+00:00,Shewanella oneidensis MR-1,Bacteria,Prokaryotic,Dimeric,116.47,"Nordlund, P.",2014
SLC15A1,4TPJ,,X-RAY DIFFRACTION,3.201,2014-07-09T00:00:00.000+00:00,Shewanella oneidensis MR-1,Bacteria,Prokaryotic,dimeric,116.51,"Nordlund, P.",2014
SLC15A1,4UVM,,X-RAY DIFFRACTION,3.0,2015-02-04T00:00:00.000+00:00,Shewanella oneidensis MR-1,Bacteria,Prokaryotic,monomeric,59.26,"Newstead, S.",2015
SLC15A1,6JI1,,ELECTRON MICROSCOPY,4.1,2019-05-15T00:00:00.000+00:00,Shewanella oneidensis MR-1,Bacteria,Prokaryotic,tetrameric,230.51,"Takagi, J.",2019
SLC15A1,6JKC,,X-RAY DIFFRACTION,3.5,2019-05-15T00:00:00.000+00:00,Shewanella oneidensis MR-1,Bacteria,Prokaryotic,tetrameric,57.63,"Nureki, O.",2019
SLC15A1,6JKD,,X-RAY DIFFRACTION,3.9,2019-05-15T00:00:00.000+00:00,Shewanella oneidensis MR-1,Bacteria,Prokaryotic,tetrameric,57.63,"Nureki, O.",2019
SLC15A1,7ZC2,,ELECTRON MICROSCOPY,2.72,2022-07-06T00:00:00.000+00:00,Escherichia coli,Bacteria,Prokaryotic,monomeric,53.09,"Loew, C.",2022
SLC28A3,3TIJ,,X-RAY DIFFRACTION,2.436,2012-03-07T00:00:00.000+00:00,Vibrio cholerae,Bacteria,Prokaryotic,trimeric,46.85,"Lee, S.-Y.",2012
SLC28A3,4PB1,,X-RAY DIFFRACTION,2.803,2014-08-13T00:00:00.000+00:00,Vibrio cholerae O1 biovar El Tor str. N16961,Bacteria,Prokaryotic,trimeric,44.9,"Lee, S.-Y.",2014
SLC28A3,4PB2,,X-RAY DIFFRACTION,2.302,2014-08-13T00:00:00.000+00:00,Vibrio cholerae O1 biovar El Tor str. N16961,Bacteria,Prokaryotic,trimeric,44.92,"Lee, S.-Y.",2014
SLC28A3,4PD5,,X-RAY DIFFRACTION,2.906,2014-08-13T00:00:00.000+00:00,Vibrio cholerae O1 biovar El Tor str. N16961,Bacteria,Prokaryotic,trimeric,44.92,"Lee, S.-Y.",2014
SLC28A3,4PD6,,X-RAY DIFFRACTION,2.08,2014-08-13T00:00:00.000+00:00,Vibrio cholerae O1 biovar El Tor str. N16961,Bacteria,Prokaryotic,trimeric,44.9,"Lee, S.-Y.",2014
SLC28A3,4PD7,,X-RAY DIFFRACTION,2.909,2014-08-13T00:00:00.000+00:00,Vibrio cholerae O1 biovar El Tor str. N16961,Bacteria,Prokaryotic,trimeric,44.91,"Lee, S.-Y.",2014
SLC28A3,4PD8,,X-RAY DIFFRACTION,2.75,2014-08-13T00:00:00.000+00:00,Vibrio cholerae O1 biovar El Tor str. N16961,Bacteria,Prokaryotic,trimeric,44.94,"Lee, S.-Y.",2014
SLC28A3,4PD9,,X-RAY DIFFRACTION,3.096,2014-08-13T00:00:00.000+00:00,Vibrio cholerae O1 biovar El Tor str. N16961,Bacteria,Prokaryotic,trimeric,44.92,"Lee, S.-Y.",2014
SLC28A3,4PDA,,X-RAY DIFFRACTION,2.608,2014-08-13T00:00:00.000+00:00,Vibrio cholerae O1 biovar El Tor str. N16961,Bacteria,Prokaryotic,trimeric,44.9,"Lee, S.-Y.",2014
SLC30A8,3H90,,X-RAY DIFFRACTION,2.9,2009-09-08T00:00:00.000+00:00,Escherichia coli K-12,Bacteria,Prokaryotic,dimeric,126.55,"Lu, M.",2009
SLC40A1,5AYM,,X-RAY DIFFRACTION,3.0,2015-11-04T00:00:00.000+00:00,Bdellovibrio bacteriovorus HD100,Bacteria,Prokaryotic,monomeric,48.66,"Nureki, O.",2015
SLC40A1,5AYN,,X-RAY DIFFRACTION,2.202,2015-11-04T00:00:00.000+00:00,Bdellovibrio bacteriovorus HD100,Bacteria,Prokaryotic,monomeric,51.85,"Nureki, O.",2015
SLC40A1,5AYO,,X-RAY DIFFRACTION,3.3,2015-11-04T00:00:00.000+00:00,Bdellovibrio bacteriovorus HD100,Bacteria,Prokaryotic,monomeric,49.13,"Nureki, O.",2015
SLC40A1,6BTX,,X-RAY DIFFRACTION,3.2,2018-09-19T00:00:00.000+00:00,Bdellovibrio bacteriovorus HD100,Bacteria,Prokaryotic,monomeric,49.35,"Deshpande, C.N.",2018
